21/05/2024,H3G DD,-20.99
20/05/2024,HUMAN FOREST LONDON VIS,-1.50
20/05/2024,HUMAN FOREST LONDON VIS,-1.00
20/05/2024,Amen Catering Ltd Romford ))),-10.00
20/05/2024,SQ *MOON CHEESE London ))),-9.50
20/05/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-1.75
20/05/2024,AIRBNB * HMMEWPYAX 069-936-6533 VIS,-143.44
20/05/2024,HUMAN FOREST LONDON VIS,-1.00
20/05/2024,HUMAN FOREST LONDON VIS,-1.00
20/05/2024,HUMAN FOREST LONDON VIS,-1.50
20/05/2024,HUMAN FOREST LONDON VIS,-1.50
20/05/2024,MCDONALDS 262 LONDON ))),-4.77
20/05/2024,SELECT AND SAVE LONDON ))),-7.98
20/05/2024,SQ *DALSTON ROOF P Dalston ))),-5.00
20/05/2024,ALDI STORES LTD KINGSLAND ))),-2.18
20/05/2024,ROYAL MAIL GROUP L CHESTERFIELD VIS,-4.19
17/05/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-48.68
16/05/2024,HUMAN FOREST LONDON VIS,-1.00
16/05/2024,HUMAN FOREST LONDON VIS,-1.00
16/05/2024,HUMAN FOREST LONDON VIS,-1.50
16/05/2024,HUMAN FOREST LONDON VIS,-1.00
16/05/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-13.44
16/05/2024,COM AMOR LONDON ))),-11.00
16/05/2024,PRET A MANGER 409 ))),-2.72
15/05/2024,CRANE L Festival BP,44.00
15/05/2024,HUNTER R K sitp BP,44.00
15/05/2024,JACK SMITH ticket CR,44.00
15/05/2024,Leone Trascinelli CR,44.00
15/05/2024,STORIES IN THE PAR DONCASTER VIS,-352.00
15/05/2024,Wok To Walk Baker London ))),-9.40
14/05/2024,N Moollan Stories tick CR,44.00
14/05/2024,PATERSON JJ Stories ticket CR,30.00
14/05/2024,MARCO MELGRATI storiesssssss CR,44.00
14/05/2024,HUMAN FOREST LONDON VIS,-5.25
14/05/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-9.25
13/05/2024,Non-Sterling Transaction Fee DR,-10.52
13/05/2024,INT'L 0026142586 AIRBNB * HM29N9CS5 069-936-6533 EUR 444.00 @1.1599 Visa Rate VIS,-382.77
13/05/2024,STARBUCKS LONDON ))),-4.80
13/05/2024,NISA LOCAL STANMORE ))),-9.99
13/05/2024,Deliveroo London VIS,-14.98
13/05/2024,WWW.AMAZON* 204-75 LONDON VIS,-37.57
13/05/2024,HUMAN FOREST LONDON VIS,-5.50
13/05/2024,SAINSBURYS S/MKTS LONDON  NW6 ))),-13.30
13/05/2024,The Blues Kitchen London ))),-25.00
13/05/2024,Crown and Shuttle London ))),-6.20
13/05/2024,The Blues Kitchen London ))),-16.00
13/05/2024,BLUE MOON SUPERMAR LONDON ))),-3.88
13/05/2024,VANGUARD LONDON VIS,-250.00
13/05/2024,ZULEIKA JANE CARTE 5 Bath terrace BP,-960.00
13/05/2024,Alessandro Arda Or Al bufera CR,382.00
09/05/2024,Cutters Yard London ))),-55.20
08/05/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-44.29
08/05/2024,TFL CYCLE HIRE LOLLARD STREE ))),-1.65
07/05/2024,Zettle_*Wells Gela Wells-next-th ))),-3.50
07/05/2024,SHELL BARTON MILLS BURY ST EDMUN ))),-2.55
07/05/2024,NATURAL EAST NORFOLK ))),-20.00
07/05/2024,French's Wells-next-th ))),-12.30
07/05/2024,HUMAN FOREST LONDON VIS,-4.25
07/05/2024,HUMAN FOREST LONDON VIS,-1.25
07/05/2024,ALDI 7 776 THETFORD ))),-14.49
03/05/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-13.94
03/05/2024,WizzAir CR,212.75
02/05/2024,MERCATO METROPOLIT LONDON ))),-2.00
02/05/2024,MERCATO METROPOLIT LONDON ))),-16.50
01/05/2024,SQ *THE TOP SECRET London ))),-15.00
01/05/2024,THE TOP SECRET COM LONDON  WC2B ))),-19.25
01/05/2024,THAMES WATER DD,-36.55
30/04/2024,Amazon.co.uk*H5733 AMAZON.CO.UK VIS,-12.10
30/04/2024,Amazon.co.uk*H59IO AMAZON.CO.UK VIS,-8.49
30/04/2024,VANGUARD LONDON VIS,-450.00
29/04/2024,SQ *BB&K LIMITED London VIS,-6.95
29/04/2024,SQ *BB&K LIMITED London VIS,-7.82
29/04/2024,SQ *BB&K LIMITED London VIS,-6.95
29/04/2024,ZARA WHITE CITY LONDON ))),-35.99
29/04/2024,H & M LONDON W12 ))),-31.48
29/04/2024,SHAWA WESTFIELD LONDON ))),-13.20
29/04/2024,Fresko London London ))),-6.00
29/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-8.51
29/04/2024,Bermondsey Arts Cl London ))),-12.38
29/04/2024,Bermondsey Arts Cl London ))),-12.38
29/04/2024,Woolpack London ))),-7.10
29/04/2024,VAUXWALL EAST LONDON ))),-4.28
29/04/2024,CINEMA / COMEDY / NOTTINGHAM VIS,-1.00
29/04/2024,FITZROY TAVERN LONDON ))),-10.00
29/04/2024,Sergio Antonelli PLUM FINTECH CR,471.39
29/04/2024,VIRGIN MEDIA PYMTS DD,-54.40
26/04/2024,LUL TICKET MACHINE ELEPHANT & CA VIS,-50.00
26/04/2024,PLUM DD,-450.00
25/04/2024,VOI UK LONDON VIS,-0.90
25/04/2024,Brook Drive Mini M London ))),-4.99
25/04/2024,VAUXWALL EAST LONDON ))),-11.70
25/04/2024,MERLIN ENTERTAINME /PAYER ACC/5018143 CR,"3,119.79"
24/04/2024,NYX*PGGroup Byfleet ))),-0.80
24/04/2024,Wok To Walk Baker London ))),-9.40
24/04/2024,PLUM DD,-15.81
24/04/2024,PLUM FIRST PAYMENT DD,-5.58
23/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-41.67
23/04/2024,MGP*Vinted 9218222 London VIS,-25.29
22/04/2024,Zettle_*PG Site I London ))),-3.50
22/04/2024,BRITISH FILM INSTI LONDON ))),-2.77
22/04/2024,BRITISH FILM INSTI LONDON ))),-10.75
22/04/2024,Apex Food Centre London ))),-8.59
22/04/2024,HUMAN FOREST LONDON VIS,-5.00
22/04/2024,Archives London ))),-17.00
22/04/2024,FIVE GUYS OXFORD C LONDON ))),-17.20
22/04/2024,BUDDHA TASTE - TOW LONDON ))),-18.00
22/04/2024,BRITISH FILM INSTI WWW.BFI.ORG.U VIS,-63.00
22/04/2024,H3G DD,-31.01
18/04/2024,METROPOLITAN LONDON ))),-12.46
18/04/2024,METROPOLITAN LONDON ))),-7.45
18/04/2024,NYX*PGGroup Byfleet ))),-0.80
18/04/2024,Haru sushi London ))),-12.50
18/04/2024,PRET A MANGER 33 ))),-2.72
18/04/2024,SHAKESHUKA LONDON NW1 ))),-16.50
17/04/2024,MADAME TUSSAUD DORSET ))),-0.80
17/04/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-5.60
17/04/2024,NYX*PGGroup Byfleet ))),-0.80
17/04/2024,TESCO STORES MARYLEBONE ))),-3.40
16/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-36.40
16/04/2024,MGP*Vinted 9149946 London VIS,-8.09
15/04/2024,J D WETHERSPOON PL WATFORD VIS,-11.40
15/04/2024,DELIVEROO LONDON VIS,-13.53
15/04/2024,HUMAN FOREST LONDON VIS,-5.00
15/04/2024,TAYYAB SHEESH KEBA LONDON ))),-28.00
15/04/2024,QUINTERO FOODS LONDON ))),-4.50
15/04/2024,VAUXWALL EAST LONDON ))),-43.20
15/04/2024,A P FOOD EXPRESS LONDON ))),-4.98
15/04/2024,QUINTERO FOODS LTD LONDON SE14 ))),-3.80
15/04/2024,Amazon.co.uk*HP0T2 AMAZON.CO.UK VIS,-29.27
15/04/2024,WASABI EMBANKMENT LONDON ))),-4.44
15/04/2024,CAFFE NERO 87 PADD LONDON ))),-3.15
13/04/2024,ZULEIKA JANE CARTE 5 Bath terrace BP,-960.00
12/04/2024,Amazon.co.uk*HP5OR AMAZON.CO.UK VIS,-4.50
12/04/2024,trainline +443332022222 VIS,-12.00
12/04/2024,Heartlake Mall Windsor ))),-4.50
11/04/2024,Lewis Cameron Portugal BP,-33.06
11/04/2024,PRET A MANGER 409 ))),-3.52
11/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-16.00
10/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-3.15
10/04/2024,CHOPSTIX LONDON ))),-9.64
09/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-9.48
09/04/2024,LUL TICKET MACHINE ELEPHANT&CAST VIS,-50.00
08/04/2024,Non-Sterling Transaction Fee DR,-2.35
08/04/2024,INT'L 0052217686 WIZZ AIR    UJVEWW LONDON EUR 99.99 @ 1.1653  Visa Rate VIS,-85.80
08/04/2024,AMAZON* 204-122925 LONDON VIS,-6.99
08/04/2024,HUMAN FOREST LONDON VIS,-5.00
08/04/2024,Zettle_*WatchHouse London ))),-7.60
08/04/2024,Zettle_*OLLYS EVEN Ealing ))),-3.00
08/04/2024,SAINSBURYS S/MKTS KENSINGTON & ))),-0.80
08/04/2024,EAST THAI LONDON  E3 4 ))),-12.95
08/04/2024,Rusty Bike London ))),-11.60
08/04/2024,TESCO STORES 4436 KILBURN ))),-7.00
08/04/2024,ZETTLE_*MARKET STA COOKHAM ))),-7.00
08/04/2024,WIZZ AIR    DN27HX LONDON VIS,-80.99
05/04/2024,PRET A MANGER 409 ))),-2.72
04/04/2024,NYX*PGGroup Byfleet ))),-0.80
04/04/2024,TESCO STORES MARYLEBONE ))),-4.70
03/04/2024,AMAZON* 204-438830 LONDON VIS,-14.99
03/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-31.34
03/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-3.75
03/04/2024,VAUXWALL EAST LONDON ))),-11.70
02/04/2024,trainline +443332022222 VIS,-28.24
02/04/2024,HUMAN FOREST LONDON VIS,-5.00
02/04/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-5.10
02/04/2024,SQ *CRAFT BEER JUN London ))),-7.90
02/04/2024,POMMELER'S REST TOWER BRIDGE ))),-5.96
02/04/2024,Gosnell of London London ))),-6.75
02/04/2024,trainline +443332022222 VIS,-28.24
02/04/2024,ROCKINGHAM ARMS LONDON  SE1 ))),-5.60
02/04/2024,TESCO STORES 4916 LONDON ))),-6.39
02/04/2024,CO OP FOOD CHELMSFORD ))),-5.50
02/04/2024,GREATER ANGLIA 4278 ))),-13.20
02/04/2024,M&S SIMPLY FOOD - ST PANCRAS MA ))),-14.35
02/04/2024,DOVER MARINA HOTEL DOVER ))),-16.50
02/04/2024,DOVER MARINA HOTEL DOVER ))),-6.00
02/04/2024,trainline +443332022222 VIS,17.15
02/04/2024,THAMES WATER DD,-36.56
28/03/2024,METROPOLITAN LONDON ))),-10.54
28/03/2024,CO-OP GROUP FOOD MARYLEBONE ))),-3.80
27/03/2024,trainline +443332022222 VIS,-13.70
27/03/2024,The Coffee Hub Staines-upon- ))),-8.00
27/03/2024,Thorpe Park Resort Chertsey ))),-6.20
27/03/2024,VIRGIN MEDIA PYMTS DD,-50.00
26/03/2024,TFL TRAVEL CH TFL.GOV.UK/CP ))),-6.20
26/03/2024,SAINSBURYS S/MKTS ELEPHANT & CA ))),-11.92
26/03/2024,PRET A MANGER 409 ))),-4.40
25/03/2024,J D WETHERSPOON PL WATFORD VIS,-2.44
25/03/2024,J D WETHERSPOON PL WATFORD VIS,-2.61
25/03/2024,J D WETHERSPOON PL WATFORD VIS,-7.87
25/03/2024,HUMAN FOREST LONDON VIS,-5.26
25/03/2024,HUMAN FOREST LONDON VIS,-5.00
25/03/2024,DELIVEROO LONDON VIS,-12.48
25/03/2024,Zettle_*CRISIS UK London ))),-11.10
25/03/2024,MIND  WALWORTH ROA LONDON ))),-8.00
25/03/2024,MCDONALDS655 LONDON ))),-2.78
